2024-09-02T12:56:03.118144422Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000866110000086611000000000000000000000000000000000000000000001c00000a000009000008001c81040068ed76,4055,2
2024-09-02T12:57:59.140935380Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bc39000006bc390000000000000000000000000000000000000000000015000008000007000006001c010400663002,3287,2
2024-09-02T13:11:03.019219812Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000866570000086657000000000000000000000000000000000000000000001c00000a000009000008001c81040068f0fb,4056,2
2024-09-02T13:12:59.131297788Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bc6f000006bc6f0000000000000000000000000000000000000000000015000007000007000006001c810400663386,3288,2
2024-09-02T13:26:02.921098324Z,test-new-lorawan-meter,meter-id-1hly0324031629,11000008669e000008669e000000000000000000000000000000000000000000001c00000a000009000008001c01040068f47f,4057,2
2024-09-02T13:27:58.906930021Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bca4000006bca40000000000000000000000000000000000000000000015000007000006000006001c81040066370a,3289,2
2024-09-02T13:41:02.945442323Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000866e400000866e4000000000000000000000000000000000000000000001b000009000009000008001c01040068f803,4058,2
2024-09-02T13:42:58.755205128Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bcd9000006bcd90000000000000000000000000000000000000000000014000007000007000006001c010400663a8f,3290,2
2024-09-02T13:56:02.708909767Z,test-new-lorawan-meter,meter-id-1hly0324031629,11000008672a000008672a000000000000000000000000000000000000000000001c00000a000009000008001c01040068fb87,4059,2
2024-09-02T13:57:58.642297460Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bd0e000006bd0e0000000000000000000000000000000000000000000015000007000006000006001c810400663e11,3291,2
2024-09-02T14:11:02.619835548Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000867700000086770000000000000000000000000000000000000000000001c000009000009000008001c81040068ff0a,4060,2
2024-09-02T14:12:58.540104650Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bd42000006bd420000000000000000000000000000000000000000000014000007000007000006001c010400664196,3292,2
2024-09-02T14:26:02.515225982Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000867b600000867b6000000000000000000000000000000000000000000001c00000a000009000008001c81040069028e,4061,2
2024-09-02T14:27:58.429452716Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bd78000006bd780000000000000000000000000000000000000000000015000007000007000006001c81040066451a,3293,2
2024-09-02T14:41:02.425965901Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000867fe00000867fd000000000000000000000000000000000000000000001c00000a000009000008001c010400690612,4062,2
2024-09-02T14:42:58.340992076Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bdad000006bdad0000000000000000000000000000000000000000000015000007000006000006001c01040066489e,3294,2
2024-09-02T14:56:02.330766242Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000868440000086843000000000000000000000000000000000000000000001b000009000009000008001c010400690997,4063,2
2024-09-02T14:57:58.232786067Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bde2000006bde20000000000000000000000000000000000000000000014000007000006000006001c810400664c22,3295,2
2024-09-02T15:11:02.238535956Z,test-new-lorawan-meter,meter-id-1hly0324031629,11000008688a000008688a000000000000000000000000000000000000000000001c00000a000009000008001c810400690d1b,4064,2
2024-09-02T15:12:58.125855235Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006be17000006be170000000000000000000000000000000000000000000015000007000006000006001c010400664fa6,3296,2
2024-09-02T15:26:02.169165727Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000868d000000868d0000000000000000000000000000000000000000000001c000009000009000008001c81040069109e,4065,2
2024-09-02T15:41:02.023359118Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000869160000086916000000000000000000000000000000000000000000001b000009000009000008001c010400691422,4066,2
2024-09-02T15:42:57.922781825Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006be81000006be810000000000000000000000000000000000000000000015000007000007000006001c0104006656ad,3298,2
2024-09-02T15:56:01.908963100Z,test-new-lorawan-meter,meter-id-1hly0324031629,11000008695c000008695c000000000000000000000000000000000000000000001c000009000009000008001c0104006917a6,4067,2
2024-09-02T15:57:57.851614162Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006beb6000006beb60000000000000000000000000000000000000000000014000007000006000006001c010400665a32,3299,2
2024-09-02T16:11:01.822679356Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000869a200000869a2000000000000000000000000000000000000000000001b00000a000009000008001c010400691b2a,4068,2
2024-09-02T16:12:57.712127520Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006beeb000006beeb0000000000000000000000000000000000000000000015000007000007000006001c810400665db6,3300,2
2024-09-02T16:26:01.848474014Z,test-new-lorawan-meter,meter-id-1hly0324031629,1100000869e900000869e8000000000000000000000000000000000000000000001c00000a000009000008001c010400691eae,4069,2
2024-09-02T16:27:57.605788253Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bf20000006bf200000000000000000000000000000000000000000000015000008000007000006001c01040066613a,3301,2
2024-09-02T16:41:01.742270350Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086a2f0000086a2f000000000000000000000000000000000000000000001c00000a000009000008001c810400692233,4070,2
2024-09-02T16:42:57.485647886Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bf55000006bf550000000000000000000000000000000000000000000015000007000006000006001c8104006664bd,3302,2
2024-09-02T16:56:01.509166243Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086a750000086a75000000000000000000000000000000000000000000001c00000a000009000008001c8104006925b5,4071,2
2024-09-02T16:57:57.515848882Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bf8a000006bf8a0000000000000000000000000000000000000000000015000007000007000006001c810400666841,3303,2
2024-09-02T17:11:01.407502920Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086abb0000086abb000000000000000000000000000000000000000000001b00000a000009000008001c81040069293a,4072,2
2024-09-02T17:12:57.408050889Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bfbf000006bfbe0000000000000000000000000000000000000000000015000007000006000006001c010400666bc5,3304,2
2024-09-02T17:26:01.315434347Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086b000000086b00000000000000000000000000000000000000000000001b000009000009000008001c010400692cbe,4073,2
2024-09-02T17:27:57.170220465Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006bff3000006bff30000000000000000000000000000000000000000000015000007000007000006001c010400666f49,3305,2
2024-09-02T17:41:01.203353555Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086b460000086b46000000000000000000000000000000000000000000001b00000a000009000008001c010400693042,4074,2
2024-09-02T17:42:57.072054796Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c028000006c0280000000000000000000000000000000000000000000015000007000007000006001c0104006672ce,3306,2
2024-09-02T17:56:01.097092496Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086b8d0000086b8d000000000000000000000000000000000000000000001c00000a000009000008001c0104006933c6,4075,2
2024-09-02T17:57:56.958379410Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c05d000006c05d0000000000000000000000000000000000000000000015000007000007000006001c010400667650,3307,2
2024-09-02T18:11:00.998266166Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086bd30000086bd3000000000000000000000000000000000000000000001c000009000009000008001c810400693749,4076,2
2024-09-02T18:12:56.855432831Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c092000006c0920000000000000000000000000000000000000000000015000007000007000006001c8104006679d4,3308,2
2024-09-02T18:26:00.887818499Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086c1a0000086c1a000000000000000000000000000000000000000000001c00000a000009000008001c010400693acd,4077,2
2024-09-02T18:27:56.757094215Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c0c8000006c0c80000000000000000000000000000000000000000000015000007000007000006001c010400667d59,3309,2
2024-09-02T18:41:00.843808319Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086c600000086c60000000000000000000000000000000000000000000001c00000a000009000008001c010400693e51,4078,2
2024-09-02T18:42:56.643164101Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c0fd000006c0fd0000000000000000000000000000000000000000000015000007000007000006001c8104006680dd,3310,2
2024-09-02T18:56:00.702798140Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086ca60000086ca6000000000000000000000000000000000000000000001c000009000009000008001c8104006941d6,4079,2
2024-09-02T18:57:56.587923747Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c132000006c1320000000000000000000000000000000000000000000015000007000007000006001c010400668461,3311,2
2024-09-02T19:11:00.608780946Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086ced0000086cec000000000000000000000000000000000000000000001c00000a000009000008001c01040069455a,4080,2
2024-09-02T19:12:56.444806570Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c167000006c1670000000000000000000000000000000000000000000015000007000007000006001c0104006687e4,3312,2
2024-09-02T19:26:00.613228479Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086d330000086d33000000000000000000000000000000000000000000001c00000a000009000008001c8104006948dd,4081,2
2024-09-02T19:27:56.322633625Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c19c000006c19c0000000000000000000000000000000000000000000015000007000007000006001c810400668b68,3313,2
2024-09-02T19:41:00.389472495Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086d7a0000086d7a000000000000000000000000000000000000000000001c00000a000009000008001c010400694c61,4082,2
2024-09-02T19:42:56.222867978Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c1d2000006c1d20000000000000000000000000000000000000000000016000007000007000006001c010400668eec,3314,2
2024-09-02T19:56:00.315943266Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086dc10000086dc1000000000000000000000000000000000000000000001c00000a000009000008001c010400694fe5,4083,2
2024-09-02T19:57:56.103406523Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c207000006c2070000000000000000000000000000000000000000000015000007000007000006001c010400669270,3315,2
2024-09-02T20:11:00.181292381Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086e080000086e08000000000000000000000000000000000000000000001d00000a000009000008001c010400695369,4084,2
2024-09-02T20:12:56.000836498Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c23d000006c23d0000000000000000000000000000000000000000000015000008000007000006001c8104006695f5,3316,2
2024-09-02T20:26:00.096381072Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086e4f0000086e4f000000000000000000000000000000000000000000001c00000a000009000008001c8104006956ee,4085,2
2024-09-02T20:27:55.897221416Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c272000006c2720000000000000000000000000000000000000000000015000007000007000006001c810400669977,3317,2
2024-09-02T20:40:59.998799653Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086e960000086e96000000000000000000000000000000000000000000001c000009000009000008001c010400695a70,4086,2
2024-09-02T20:42:55.782389936Z,test-new-lorawan-meter,meter-id-1hly0324031627c,11000006c2a8000006c2a80000000000000000000000000000000000000000000015000007000007000006001c810400669cfc,3318,2
2024-09-02T20:55:59.886987831Z,test-new-lorawan-meter,meter-id-1hly0324031629,110000086edd0000086edd000000000000000000000000000000000000000000001c00000a000009000008001c010400695df5,4087,2
